Date,Temperature,Rainfall,Humidity,Location
2024-11-23,22.92,0.03,83.81,Kodagu
2024-11-24,22.86,0.03,79.83,Kodagu
2024-11-25,22.36,0.0,80.45,Kodagu
2024-11-26,22.13,0.16,85.52,Kodagu
2024-11-27,23.69,0.31,83.82,Kodagu
2024-11-28,22.62,0.0,82.2,Kodagu
2024-11-29,22.33,0.0,82.81,Kodagu
2024-11-30,23.37,0.46,88.36,Kodagu
2024-12-01,23.42,8.98,92.38,Kodagu
2024-12-02,22.87,24.67,97.46,Kodagu
2024-12-03,22.76,62.66,97.78,Kodagu
2024-12-04,23.37,0.53,87.73,Kodagu
2024-12-05,23.55,1.23,89.64,Kodagu
2024-12-06,23.75,0.44,85.18,Kodagu
2024-12-07,23.64,0.32,86.35,Kodagu
2024-12-08,23.61,0.31,89.64,Kodagu
2024-12-09,23.84,0.19,88.94,Kodagu
2024-12-10,23.76,0.2,85.69,Kodagu
2024-12-11,23.69,0.16,83.2,Kodagu
2024-12-12,22.86,1.39,88.08,Kodagu
2024-12-13,22.53,2.63,90.43,Kodagu
2024-12-14,23.37,0.12,82.52,Kodagu
2024-12-15,21.35,0.01,79.02,Kodagu
2024-12-16,20.32,0.0,77.27,Kodagu
2024-12-17,21.02,0.0,76.48,Kodagu
2024-12-18,21.31,0.0,83.28,Kodagu
2024-12-19,23.08,0.05,88.49,Kodagu
2024-12-20,23.99,0.06,88.62,Kodagu
2024-12-21,23.42,0.28,89.36,Kodagu
2024-12-22,22.87,0.04,87.74,Kodagu
2024-12-23,22.25,0.14,87.72,Kodagu
2024-12-24,22.57,0.31,87.82,Kodagu
2024-12-25,22.55,0.02,85.9,Kodagu
2024-12-26,23.02,1.6,84.89,Kodagu
2024-12-27,23.56,1.3,84.57,Kodagu
2024-12-28,22.99,0.06,74.77,Kodagu
2024-12-29,22.58,0.0,75.38,Kodagu
2024-12-30,23.01,0.02,75.02,Kodagu
2024-12-31,23.36,0.01,72.23,Kodagu
2025-01-01,21.72,0.0,71.38,Kodagu
2025-01-02,21.59,0.0,71.46,Kodagu
2025-01-03,21.31,0.0,73.23,Kodagu
2025-01-04,20.92,0.0,66.54,Kodagu
2025-01-05,21.09,0.0,67.98,Kodagu
2025-01-06,21.74,0.0,70.48,Kodagu
2025-01-07,21.9,0.0,70.34,Kodagu
2025-01-08,21.59,0.0,71.31,Kodagu
2025-01-09,21.59,0.0,66.75,Kodagu
2025-01-10,22.75,0.0,71.94,Kodagu
2025-01-11,23.88,0.0,73.72,Kodagu
2025-01-12,24.43,0.03,71.52,Kodagu
2025-01-13,24.66,0.21,75.55,Kodagu
2025-01-14,24.31,2.31,78.87,Kodagu
2025-01-15,22.8,0.09,66.91,Kodagu
2025-01-16,23.24,0.0,64.79,Kodagu
2025-01-17,23.57,0.0,66.01,Kodagu
2025-01-18,23.25,0.23,66.32,Kodagu
2025-01-19,23.09,5.97,81.48,Kodagu
2025-01-20,23.83,3.83,70.82,Kodagu
2025-01-21,22.95,0.0,61.03,Kodagu
2025-01-22,23.49,0.0,62.01,Kodagu
2025-01-23,24.22,0.0,65.47,Kodagu
2025-01-24,23.22,0.0,59.58,Kodagu
2025-01-25,23.17,0.0,56.63,Kodagu
2025-01-26,22.44,0.0,51.58,Kodagu
2025-01-27,22.59,0.0,57.2,Kodagu
2025-01-28,22.6,0.0,64.37,Kodagu
2025-01-29,23.72,0.0,61.59,Kodagu
2025-01-30,24.56,0.0,64.28,Kodagu
2025-01-31,25.28,0.02,65.73,Kodagu
2025-02-01,25.72,0.03,67.43,Kodagu
2025-02-02,25.28,0.0,65.02,Kodagu
2025-02-03,24.84,0.0,65.42,Kodagu
2025-02-04,25.3,0.0,62.36,Kodagu
2025-02-05,24.78,0.0,55.4,Kodagu
2025-02-06,24.52,0.0,55.09,Kodagu
2025-02-07,24.53,0.0,53.31,Kodagu
2025-02-08,24.42,0.0,52.97,Kodagu
2025-02-09,24.99,0.0,57.42,Kodagu
2025-02-10,24.77,0.0,54.95,Kodagu
2025-02-11,24.48,0.0,55.31,Kodagu
2025-02-12,24.97,0.0,47.63,Kodagu
2025-02-13,25.2,0.0,47.94,Kodagu
2025-02-14,25.05,0.0,51.38,Kodagu
2025-02-15,25.53,0.0,54.36,Kodagu
2025-02-16,25.58,0.0,50.21,Kodagu
2025-02-17,25.69,0.0,53.37,Kodagu
2025-02-18,26.0,0.0,58.15,Kodagu
2025-02-19,26.3,0.0,56.57,Kodagu
2025-02-20,27.11,0.01,62.25,Kodagu
2025-02-21,27.06,0.02,56.99,Kodagu
2025-02-22,27.12,0.02,50.13,Kodagu
2025-02-23,27.03,0.01,42.99,Kodagu
2025-02-24,26.8,0.0,41.64,Kodagu
2025-02-25,26.09,0.0,41.39,Kodagu
2025-02-26,27.21,0.0,46.1,Kodagu
2025-02-27,26.84,0.0,40.48,Kodagu
2025-02-28,26.73,0.0,40.27,Kodagu
2025-03-01,27.58,0.12,50.24,Kodagu
2025-03-02,28.15,0.56,57.41,Kodagu
2025-03-03,28.18,1.32,59.87,Kodagu
2025-03-04,27.96,0.13,46.43,Kodagu
2025-03-05,27.38,0.13,49.29,Kodagu
2025-03-06,27.72,0.15,55.82,Kodagu
2025-03-07,27.0,0.1,49.25,Kodagu
2025-03-08,27.6,0.08,55.96,Kodagu
2025-03-09,27.63,0.04,47.06,Kodagu
2025-03-10,27.86,0.2,42.51,Kodagu
2025-03-11,28.19,0.38,42.77,Kodagu
2025-03-12,27.43,11.25,66.77,Kodagu
2025-03-13,27.17,1.45,69.35,Kodagu
2025-03-14,27.22,0.49,68.03,Kodagu
2025-03-15,27.23,0.63,62.7,Kodagu
2025-03-16,26.58,2.29,70.12,Kodagu
2025-03-17,24.84,3.36,83.08,Kodagu
2025-03-18,26.42,0.81,74.16,Kodagu
2025-03-19,27.22,0.77,70.72,Kodagu
2025-03-20,27.91,0.37,67.12,Kodagu
2025-03-21,27.57,0.23,68.93,Kodagu
2025-03-22,27.77,0.75,62.2,Kodagu
2025-03-23,26.74,2.87,67.42,Kodagu
2025-03-24,27.48,0.36,63.63,Kodagu
2025-03-25,27.43,1.85,65.77,Kodagu
2025-03-26,26.72,4.82,73.02,Kodagu
2025-03-27,26.85,2.0,69.59,Kodagu
2025-03-28,27.64,0.32,64.15,Kodagu
2025-03-29,28.08,0.2,61.92,Kodagu
2025-03-30,27.85,0.37,60.61,Kodagu
2025-03-31,28.44,0.42,60.68,Kodagu
2025-04-01,26.91,0.31,65.22,Kodagu
2025-04-02,26.01,3.76,73.3,Kodagu
2025-04-03,25.83,6.18,76.39,Kodagu
2025-04-04,26.54,4.76,73.81,Kodagu
2025-04-05,26.48,3.21,75.07,Kodagu
2025-04-06,27.13,1.66,71.54,Kodagu
2025-04-07,28.48,0.22,61.63,Kodagu
2025-04-08,28.33,0.46,62.3,Kodagu
2025-04-09,27.92,2.48,64.18,Kodagu
2025-04-10,25.98,2.19,75.29,Kodagu
2025-04-11,26.16,1.28,73.92,Kodagu
2025-04-12,26.2,3.34,73.58,Kodagu
2025-04-13,27.46,2.15,67.63,Kodagu
2025-04-14,27.6,2.2,67.59,Kodagu
2025-04-15,27.87,1.79,67.13,Kodagu
2025-04-16,27.4,1.52,67.12,Kodagu
2025-04-17,27.37,0.25,68.42,Kodagu
2025-04-18,27.06,0.51,71.73,Kodagu
2025-04-19,27.05,1.13,72.5,Kodagu
2025-04-20,27.19,1.34,73.87,Kodagu
2025-04-21,28.77,1.12,66.22,Kodagu
2025-04-22,28.96,1.07,61.87,Kodagu
2025-04-23,28.15,0.74,67.06,Kodagu
2025-04-24,28.24,0.85,69.39,Kodagu
2025-04-25,27.64,1.93,74.06,Kodagu
2025-04-26,27.83,4.52,73.63,Kodagu
2025-04-27,26.53,9.36,79.99,Kodagu
2025-04-28,26.11,2.55,81.29,Kodagu
2025-04-29,27.06,2.94,75.91,Kodagu
2025-04-30,26.16,9.16,83.36,Kodagu
2025-05-01,26.59,6.85,79.98,Kodagu
2025-05-02,27.02,6.93,76.14,Kodagu
2025-05-03,25.5,13.68,82.71,Kodagu
2025-05-04,26.56,3.73,73.8,Kodagu
2025-05-05,26.92,0.44,73.05,Kodagu
2025-05-06,27.1,0.21,71.27,Kodagu
2025-05-07,26.77,0.9,72.06,Kodagu
2025-05-08,26.5,0.9,69.96,Kodagu
2025-05-09,26.45,0.02,66.2,Kodagu
2025-05-10,26.16,0.16,70.02,Kodagu
2025-05-11,26.25,3.43,77.97,Kodagu
2025-05-12,26.7,2.95,77.62,Kodagu
2025-05-13,25.98,9.9,84.17,Kodagu
2025-05-14,25.26,6.52,83.76,Kodagu
2025-05-15,24.96,13.66,86.99,Kodagu
2025-05-16,25.44,9.75,85.76,Kodagu
2025-05-17,25.15,7.11,82.79,Kodagu
2025-05-18,24.95,7.1,86.91,Kodagu
2025-05-19,24.53,34.11,91.18,Kodagu
2025-05-20,24.28,84.29,93.8,Kodagu
2025-05-21,23.95,19.5,88.38,Kodagu
2025-05-22,24.4,8.59,86.88,Kodagu
2025-05-23,25.08,20.96,88.03,Kodagu
2025-05-24,24.74,40.82,89.02,Kodagu
2025-05-25,24.5,43.96,89.82,Kodagu
2025-05-26,23.57,50.43,90.31,Kodagu
2025-05-27,24.19,25.71,89.94,Kodagu
2025-05-28,24.06,29.58,90.62,Kodagu
2025-05-29,23.55,26.68,89.98,Kodagu
2025-05-30,23.22,55.79,92.58,Kodagu
2025-05-31,23.64,5.83,91.91,Kodagu
2025-06-01,23.85,4.87,88.69,Kodagu
2025-06-02,24.19,10.97,91.26,Kodagu
2025-06-03,24.5,10.99,88.91,Kodagu
2025-06-04,23.54,8.42,86.64,Kodagu
2025-06-05,23.67,1.89,84.86,Kodagu
2025-06-06,24.3,0.22,86.9,Kodagu
2025-06-07,24.23,0.96,87.5,Kodagu
2025-06-08,24.58,3.33,88.9,Kodagu
2025-06-09,24.24,4.31,88.65,Kodagu
2025-06-10,24.21,15.44,90.55,Kodagu
2025-06-11,24.28,26.74,92.65,Kodagu
2025-06-12,23.4,31.86,93.95,Kodagu
2025-06-13,23.8,33.32,95.48,Kodagu
2025-06-14,23.08,47.74,93.58,Kodagu
2025-06-15,22.68,69.54,94.01,Kodagu
2025-06-16,22.82,21.47,92.35,Kodagu
2025-06-17,23.96,24.21,93.0,Kodagu
2025-06-18,23.84,11.87,94.35,Kodagu
2025-06-19,24.0,6.75,93.44,Kodagu
2025-06-20,24.06,5.45,92.56,Kodagu
2025-06-21,23.97,5.14,92.15,Kodagu
2025-06-22,23.96,26.64,91.64,Kodagu
2025-06-23,23.65,26.9,93.38,Kodagu
2025-06-24,22.96,18.37,93.58,Kodagu
2025-06-25,23.47,25.17,94.05,Kodagu
2025-06-26,23.47,15.69,93.32,Kodagu
2025-06-27,23.21,18.07,95.29,Kodagu
2025-06-28,23.78,8.04,92.4,Kodagu
2025-06-29,23.69,6.14,92.46,Kodagu
2025-06-30,23.43,11.64,93.41,Kodagu
2025-07-01,23.42,8.84,93.26,Kodagu
2025-07-02,23.08,38.29,93.6,Kodagu
2025-07-03,22.78,16.28,91.48,Kodagu
2025-07-04,22.64,20.18,91.99,Kodagu
2025-07-05,23.26,16.57,93.43,Kodagu
2025-07-06,23.73,19.11,93.01,Kodagu
2025-07-07,23.42,12.48,93.04,Kodagu
2025-07-08,23.37,9.3,92.92,Kodagu
2025-07-09,23.5,11.98,92.55,Kodagu
2025-07-10,23.52,16.47,92.65,Kodagu
2025-07-11,23.77,23.4,93.11,Kodagu
2025-07-12,23.68,15.64,93.12,Kodagu
2025-07-13,23.52,21.31,93.71,Kodagu
2025-07-14,23.07,33.17,93.16,Kodagu
2025-07-15,23.27,25.26,93.57,Kodagu
2025-07-16,23.28,51.15,95.22,Kodagu
2025-07-17,23.11,26.01,94.34,Kodagu
2025-07-18,23.03,21.8,94.64,Kodagu
2025-07-19,23.06,31.9,95.3,Kodagu
2025-07-20,22.68,19.65,95.13,Kodagu
2025-07-21,22.25,12.7,92.65,Kodagu
2025-07-22,22.67,22.15,92.19,Kodagu
2025-07-23,23.03,25.7,94.06,Kodagu
2025-07-24,22.33,35.12,94.86,Kodagu
2025-07-25,22.26,21.25,93.85,Kodagu
2025-07-26,22.28,30.16,94.46,Kodagu
2025-07-27,22.46,13.75,93.33,Kodagu
2025-07-28,22.5,4.71,93.12,Kodagu
2025-07-29,22.78,4.14,92.24,Kodagu
2025-07-30,23.22,5.68,92.14,Kodagu
2025-07-31,23.41,3.23,91.92,Kodagu
2025-08-01,23.27,2.8,91.91,Kodagu
2025-08-02,23.23,15.27,92.18,Kodagu
2025-08-03,23.19,10.78,93.31,Kodagu
2025-08-04,23.02,10.55,95.27,Kodagu
2025-08-05,23.19,20.59,96.55,Kodagu
2025-08-06,22.79,6.37,94.41,Kodagu
2025-08-07,22.95,2.87,94.19,Kodagu
2025-08-08,23.1,1.49,93.81,Kodagu
2025-08-09,23.3,9.26,91.74,Kodagu
2025-08-10,22.45,4.68,91.68,Kodagu
2025-08-11,21.7,2.55,90.19,Kodagu
2025-08-12,21.63,6.67,89.27,Kodagu
2025-08-13,21.76,13.24,93.56,Kodagu
2025-08-14,22.19,23.36,93.0,Kodagu
2025-08-15,21.99,17.25,93.85,Kodagu
2025-08-16,22.49,22.15,94.96,Kodagu
2025-08-17,22.46,31.56,94.15,Kodagu
2025-08-18,21.5,8.08,95.04,Kodagu
2025-08-19,22.17,8.85,92.86,Kodagu
2025-08-20,22.1,4.37,91.25,Kodagu
2025-08-21,22.77,3.5,92.06,Kodagu
2025-08-22,23.15,1.24,91.54,Kodagu
2025-08-23,22.92,0.61,91.32,Kodagu
2025-08-24,23.02,0.24,89.23,Kodagu
2025-08-25,22.48,0.37,90.91,Kodagu
2025-08-26,22.92,11.14,90.4,Kodagu
2025-08-27,22.84,33.95,92.93,Kodagu
2025-08-28,22.64,29.91,93.78,Kodagu
2025-08-29,22.59,54.42,93.34,Kodagu
2025-08-30,23.2,10.02,92.67,Kodagu
2025-08-31,23.3,13.67,92.96,Kodagu
2025-09-01,23.03,3.7,92.19,Kodagu
2025-09-02,22.78,10.3,91.83,Kodagu
2025-09-03,22.97,19.66,92.7,Kodagu
2025-09-04,23.15,14.94,92.06,Kodagu
2025-09-05,23.04,7.9,92.5,Kodagu
2025-09-06,23.28,6.04,91.18,Kodagu
2025-09-07,23.08,3.47,90.78,Kodagu
2025-09-08,22.99,0.51,89.14,Kodagu
2025-09-09,23.84,0.08,87.33,Kodagu
2025-09-10,23.82,1.25,87.96,Kodagu
2025-09-11,23.25,0.33,90.06,Kodagu
2025-09-12,23.55,0.09,87.55,Kodagu
2025-09-13,23.19,0.71,89.54,Kodagu
2025-09-14,23.23,0.71,88.5,Kodagu
2025-09-15,22.95,2.66,92.47,Kodagu
2025-09-16,23.17,1.37,92.91,Kodagu
2025-09-17,22.98,3.52,95.07,Kodagu
2025-09-18,22.99,6.3,94.35,Kodagu
2025-09-19,22.85,3.49,91.35,Kodagu
2025-09-20,22.78,2.3,90.74,Kodagu
2025-09-21,23.35,3.1,90.73,Kodagu
2025-09-22,23.12,2.98,90.73,Kodagu
2025-09-23,22.92,2.19,90.51,Kodagu
2025-09-24,22.59,2.92,90.71,Kodagu
2025-09-25,22.56,6.17,90.89,Kodagu
2025-09-26,22.97,9.52,91.21,Kodagu
2025-09-27,21.95,19.38,94.32,Kodagu
2025-09-28,22.74,13.11,91.29,Kodagu
2025-09-29,22.97,3.35,90.35,Kodagu
2025-09-30,22.92,3.26,90.77,Kodagu
2025-10-01,22.9,6.23,91.57,Kodagu
2025-10-02,23.39,3.96,91.4,Kodagu
2025-10-03,23.6,2.68,90.26,Kodagu
2025-10-04,23.4,0.8,89.36,Kodagu
2025-10-05,23.63,0.69,88.93,Kodagu
2025-10-06,23.22,0.09,87.09,Kodagu
2025-10-07,23.39,0.01,86.25,Kodagu
2025-10-08,24.18,2.77,88.04,Kodagu
2025-10-09,23.87,12.22,93.32,Kodagu
2025-10-10,23.93,5.96,94.49,Kodagu
2025-10-11,23.42,16.6,92.1,Kodagu
2025-10-12,23.94,9.33,89.1,Kodagu
2025-10-13,22.77,4.75,92.51,Kodagu
2025-10-14,24.56,10.29,87.87,Kodagu
2025-10-15,24.63,7.52,87.63,Kodagu
2025-10-16,24.61,8.77,88.48,Kodagu
2025-10-17,24.91,6.87,87.0,Kodagu
2025-10-18,24.5,11.48,90.52,Kodagu
2025-10-19,24.47,12.1,88.64,Kodagu
2025-10-20,23.66,6.54,91.45,Kodagu
2025-10-21,23.67,8.05,90.99,Kodagu
2025-10-22,22.99,10.18,93.69,Kodagu
2025-10-23,22.79,15.38,92.76,Kodagu
2025-10-24,22.97,10.34,91.04,Kodagu
2025-10-25,23.36,7.07,90.75,Kodagu
2025-10-26,23.87,12.44,91.83,Kodagu
2025-10-27,22.97,11.68,96.55,Kodagu
2025-10-28,22.8,3.67,92.86,Kodagu
2025-10-29,22.79,1.75,90.99,Kodagu
2025-10-30,23.09,0.97,89.9,Kodagu
2025-10-31,22.96,0.73,89.03,Kodagu
2025-11-01,22.48,0.09,87.0,Kodagu
2025-11-02,22.68,0.08,89.47,Kodagu
2025-11-03,23.51,0.01,89.48,Kodagu
2025-11-04,23.06,1.25,89.18,Kodagu
2025-11-05,23.03,1.02,89.34,Kodagu
2025-11-06,21.18,0.23,85.73,Kodagu
2025-11-07,21.22,0.52,89.75,Kodagu
2025-11-08,22.84,0.13,87.53,Kodagu
2025-11-09,20.87,0.01,78.99,Kodagu
2025-11-10,20.75,0.0,82.01,Kodagu
2025-11-11,22.11,0.06,87.06,Kodagu
2025-11-12,23.36,0.09,86.45,Kodagu
2025-11-13,23.69,0.81,86.5,Kodagu
2025-11-14,22.9,1.04,86.69,Kodagu
2025-11-15,21.87,0.27,82.89,Kodagu
2025-11-16,22.47,0.0,82.82,Kodagu
2025-11-17,22.98,0.64,80.89,Kodagu
2025-11-18,22.51,1.71,85.5,Kodagu
2025-11-19,23.44,2.61,86.85,Kodagu
2025-11-20,22.96,0.58,83.65,Kodagu
2025-11-21,23.74,0.29,83.62,Kodagu
2025-11-22,23.69,4.92,87.15,Kodagu
2025-11-23,23.31,7.26,89.68,Kodagu
2025-11-24,23.6,3.67,84.99,Kodagu
2025-11-25,23.09,0.62,78.94,Kodagu
2025-11-26,22.27,0.03,78.21,Kodagu
2025-11-27,21.79,0.0,77.27,Kodagu
2025-11-28,21.17,0.0,78.23,Kodagu
2025-11-29,21.12,0.01,76.69,Kodagu
2025-11-30,21.96,0.12,85.02,Kodagu
2025-12-01,22.82,0.61,85.57,Kodagu
2025-12-02,22.98,0.37,86.77,Kodagu
2025-12-03,22.96,1.35,88.95,Kodagu
2025-12-04,23.05,9.37,91.89,Kodagu
2025-12-05,23.51,0.33,82.53,Kodagu
2025-12-06,22.76,0.03,81.23,Kodagu
2025-12-07,22.4,0.0,78.82,Kodagu
2025-12-08,21.25,0.0,79.81,Kodagu
2025-12-09,20.47,0.0,71.6,Kodagu
2025-12-10,21.23,0.02,75.94,Kodagu
2025-12-11,20.63,0.0,69.92,Kodagu
2025-12-12,20.71,0.0,71.31,Kodagu
2025-12-13,20.03,0.0,70.56,Kodagu
2025-12-14,19.46,0.0,64.57,Kodagu
2025-12-15,19.47,0.0,65.01,Kodagu
2025-12-16,20.92,0.29,76.84,Kodagu
2025-12-17,23.47,0.09,73.79,Kodagu
2025-12-18,20.72,0.0,61.88,Kodagu
2025-12-19,20.66,0.0,62.16,Kodagu
2025-12-20,20.06,0.0,68.85,Kodagu
2025-12-21,20.63,0.0,68.61,Kodagu
2025-12-22,20.64,0.0,65.53,Kodagu
2025-12-23,20.79,0.0,71.0,Kodagu
2025-12-24,20.69,0.0,71.08,Kodagu
2025-12-25,20.79,0.0,72.21,Kodagu
2025-12-26,21.49,0.0,71.64,Kodagu
2025-12-27,22.15,0.0,69.29,Kodagu
2025-12-28,21.46,0.0,68.75,Kodagu
2025-12-29,22.29,0.0,73.04,Kodagu
2025-12-30,22.43,0.0,77.76,Kodagu
2025-12-31,22.46,0.02,80.53,Kodagu
2026-01-01,22.58,1.86,77.98,Kodagu
2026-01-02,22.27,0.7,82.16,Kodagu
2026-01-03,23.34,0.12,73.87,Kodagu
2026-01-04,22.99,0.12,66.44,Kodagu
2026-01-05,21.7,0.01,58.0,Kodagu
2026-01-06,22.27,0.0,65.64,Kodagu
2026-01-07,23.07,0.0,64.83,Kodagu
2026-01-08,21.56,0.0,57.66,Kodagu
2026-01-09,21.89,0.0,58.02,Kodagu
2026-01-10,22.92,0.04,66.03,Kodagu
2026-01-11,23.18,0.37,71.14,Kodagu
2026-01-12,24.39,0.54,72.71,Kodagu
2026-01-13,23.88,1.96,78.17,Kodagu
2026-01-14,23.98,0.46,76.21,Kodagu
2026-01-15,24.67,0.12,69.06,Kodagu
2026-01-16,24.01,0.03,65.78,Kodagu
2026-01-17,22.32,0.0,53.5,Kodagu
2026-01-18,21.71,0.0,62.46,Kodagu
2026-01-19,22.5,0.0,67.67,Kodagu
2026-01-20,21.94,0.0,66.1,Kodagu
2026-01-21,22.2,0.0,67.4,Kodagu
2026-01-22,22.35,0.0,62.24,Kodagu
2026-01-23,22.8,0.0,66.1,Kodagu
2026-01-24,23.46,0.0,65.31,Kodagu
2026-01-25,24.75,0.0,67.01,Kodagu
2026-01-26,24.84,0.94,70.53,Kodagu
2026-01-27,24.76,0.89,73.57,Kodagu
2026-01-28,25.34,0.02,68.85,Kodagu
2026-01-29,24.52,0.12,63.52,Kodagu
2026-01-30,23.72,0.04,63.43,Kodagu
2026-01-31,23.59,0.01,58.76,Kodagu
2026-02-01,22.22,0.0,56.22,Kodagu
2026-02-02,23.75,0.93,64.4,Kodagu
2026-02-03,23.47,0.12,64.39,Kodagu
2026-02-04,22.89,0.0,51.99,Kodagu
2026-02-05,22.68,0.0,51.93,Kodagu
2026-02-06,22.81,0.0,48.2,Kodagu
2026-02-07,22.95,0.0,49.34,Kodagu
2026-02-08,23.42,0.0,52.08,Kodagu
2026-02-09,23.51,0.25,60.5,Kodagu
2026-02-10,23.46,0.12,54.66,Kodagu
2026-02-11,22.8,0.0,49.62,Kodagu
2026-02-12,22.65,0.0,46.62,Kodagu
2026-02-13,24.2,0.0,55.08,Kodagu
2026-02-14,24.76,0.0,52.35,Kodagu
2026-02-15,24.64,0.0,48.11,Kodagu
2026-02-16,24.37,0.0,51.08,Kodagu
2026-02-17,24.48,0.37,53.45,Kodagu
2026-02-18,24.33,0.9,55.95,Kodagu
2026-02-19,25.21,0.1,53.51,Kodagu
2026-02-20,25.77,0.34,55.58,Kodagu
2026-02-21,25.41,3.2,66.08,Kodagu
2026-02-22,25.42,1.84,70.54,Kodagu
2026-02-23,25.79,2.16,69.41,Kodagu
2026-02-24,25.6,2.44,69.91,Kodagu
2026-02-25,24.58,3.12,73.62,Kodagu
2026-02-26,24.94,0.39,65.5,Kodagu
2026-02-27,25.33,0.05,55.86,Kodagu
2026-02-28,25.31,0.19,58.38,Kodagu
2019-01-01,26.27,0.0,50.3,Kasaragodu
2019-01-02,25.95,0.0,51.91,Kasaragodu
2019-01-03,26.03,0.0,48.63,Kasaragodu
2019-01-04,26.47,0.0,49.36,Kasaragodu
2019-01-05,26.24,0.0,53.06,Kasaragodu
2019-01-06,26.03,0.0,60.2,Kasaragodu
2019-01-07,26.36,0.0,62.15,Kasaragodu
2019-01-08,26.82,0.01,60.96,Kasaragodu
2019-01-09,26.67,0.0,58.55,Kasaragodu
2019-01-10,26.57,0.0,60.03,Kasaragodu
2019-01-11,26.75,0.02,66.19,Kasaragodu
2019-01-12,26.96,0.0,66.24,Kasaragodu
2019-01-13,27.0,0.0,61.57,Kasaragodu
2019-01-14,27.18,0.0,57.35,Kasaragodu
2019-01-15,26.92,0.0,55.19,Kasaragodu
2019-01-16,26.88,0.0,51.08,Kasaragodu
2019-01-17,26.85,0.0,53.34,Kasaragodu
2019-01-18,26.87,0.0,58.86,Kasaragodu
2019-01-19,26.89,0.03,60.94,Kasaragodu
2019-01-20,26.93,0.03,55.91,Kasaragodu
2019-01-21,26.59,0.0,59.43,Kasaragodu
2019-01-22,26.31,0.03,68.33,Kasaragodu
2019-01-23,26.74,0.02,67.36,Kasaragodu
2019-01-24,26.62,0.02,69.2,Kasaragodu
2019-01-25,26.3,0.16,71.48,Kasaragodu
2019-01-26,26.11,0.03,70.78,Kasaragodu
2019-01-27,25.99,0.0,68.78,Kasaragodu
2019-01-28,26.12,0.0,65.87,Kasaragodu
2019-01-29,27.34,0.01,62.37,Kasaragodu
2019-01-30,27.57,0.0,64.11,Kasaragodu
2019-01-31,27.52,0.0,64.42,Kasaragodu
2019-02-01,27.17,0.01,64.25,Kasaragodu
2019-02-02,27.5,0.0,61.97,Kasaragodu
2019-02-03,27.89,0.0,59.75,Kasaragodu
2019-02-04,28.51,0.0,60.53,Kasaragodu
2019-02-05,28.77,0.01,61.65,Kasaragodu
2019-02-06,28.59,0.13,64.73,Kasaragodu
2019-02-07,27.92,0.59,71.34,Kasaragodu
2019-02-08,27.59,0.0,67.01,Kasaragodu
2019-02-09,27.91,0.0,60.98,Kasaragodu
2019-02-10,27.74,0.09,61.8,Kasaragodu
2019-02-11,28.43,0.37,65.7,Kasaragodu
2019-02-12,29.1,0.06,58.2,Kasaragodu
2019-02-13,28.9,0.02,58.71,Kasaragodu
2019-02-14,28.65,0.01,59.69,Kasaragodu
2019-02-15,28.26,0.18,68.4,Kasaragodu
2019-02-16,28.48,0.0,62.61,Kasaragodu
2019-02-17,27.6,0.0,62.98,Kasaragodu
2019-02-18,26.98,0.0,63.05,Kasaragodu
2019-02-19,27.43,0.0,60.36,Kasaragodu
2019-02-20,29.1,0.0,61.82,Kasaragodu
2019-02-21,29.27,0.0,61.35,Kasaragodu
2019-02-22,29.46,0.0,54.32,Kasaragodu
2019-02-23,28.98,0.0,54.35,Kasaragodu
2019-02-24,28.94,0.0,59.46,Kasaragodu
2019-02-25,28.47,0.22,66.7,Kasaragodu
2019-02-26,28.39,0.2,64.68,Kasaragodu
2019-02-27,27.83,0.0,62.67,Kasaragodu
2019-02-28,27.75,0.0,59.06,Kasaragodu
2019-03-01,28.08,0.0,56.11,Kasaragodu
2019-03-02,28.34,0.64,61.69,Kasaragodu
2019-03-03,28.21,0.71,64.89,Kasaragodu
2019-03-04,28.15,0.0,66.17,Kasaragodu
2019-03-05,28.05,0.01,68.15,Kasaragodu
2019-03-06,27.89,0.0,65.97,Kasaragodu
2019-03-07,27.53,0.0,61.79,Kasaragodu
2019-03-08,27.32,0.0,67.65,Kasaragodu
2019-03-09,28.42,0.05,68.2,Kasaragodu
2019-03-10,28.41,0.37,70.68,Kasaragodu
2019-03-11,28.24,1.49,72.24,Kasaragodu
2019-03-12,29.03,0.09,64.15,Kasaragodu
2019-03-13,29.29,0.0,58.99,Kasaragodu
2019-03-14,29.48,0.0,55.76,Kasaragodu
2019-03-15,29.48,0.0,57.49,Kasaragodu
2019-03-16,29.42,0.01,59.4,Kasaragodu
2019-03-17,29.2,0.01,63.46,Kasaragodu
2019-03-18,28.89,0.02,66.23,Kasaragodu
2019-03-19,28.69,0.01,67.39,Kasaragodu
2019-03-20,28.89,0.02,63.76,Kasaragodu
2019-03-21,29.19,0.0,57.87,Kasaragodu
2019-03-22,29.11,0.0,61.68,Kasaragodu
2019-03-23,29.04,0.0,65.56,Kasaragodu
2019-03-24,29.26,0.04,66.89,Kasaragodu
2019-03-25,29.99,0.04,65.05,Kasaragodu
2019-03-26,29.94,0.18,67.52,Kasaragodu
2019-03-27,29.65,0.52,69.78,Kasaragodu
2019-03-28,29.76,0.58,69.92,Kasaragodu
2019-03-29,29.15,0.64,73.48,Kasaragodu
2019-03-30,29.23,1.53,70.06,Kasaragodu
