Year,Location,Area,Rainfall,temperature,soil_type,Irrigation,yeilds,Humidity,Crops,price,Season
2009,Hassan,50975,3105.0,37.0,River basins,Spray,2783.0,57.0,Coconut,2463.52,Rabi
2010,Hassan,206,3105.0,37.0,River basins,Spray,1533.0,55.0,Coconut,2601.11,Rabi
2011,Hassan,10922,3105.0,37.0,Alluvial,Spray,1647.0,56.0,Coconut,2757.35,Rabi
2012,Hassan,51390,236.0,38.0,Alluvial,Spray,975.0,54.0,Coconut,3255.09,Rabi
2013,Hassan,177,236.0,38.0,Alluvial,Spray,2.0,58.0,Coconut,3400.43,Rabi
2014,Hassan,10723,2903.1,38.0,Alluvial,Spray,836.0,58.0,Coconut,2961.71,Rabi
2015,Hassan,51709,2903.1,39.0,Alluvial,Spray,806.0,59.0,Coconut,3087.98,Rabi
2016,Mangalore,146,2903.1,39.0,Alluvial,Spray,880.0,50.0,Coconut,3445.36,Rabi
2017,Mangalore,10910,2996.6,39.0,Alluvial,Spray,770.0,54.0,Coconut,3481.48,Rabi
2018,Mangalore,51355,2996.6,40.0,Alluvial,Spray,395.0,53.0,Coconut,3848.6,Rabi
2004,Mangalore,160,2996.6,40.0,Alluvial,Spray,187.0,52.0,Coconut,1639.96,Rabi
2005,Mangalore,10912,3522.8,40.0,Alluvial,Spray,187.0,51.0,Coconut,1986.6,Rabi
2006,Mangalore,51353,3522.8,41.0,Alluvial,Spray,121.0,57.0,Coconut,2124.07,Rabi
2007,Mangalore,142,3522.8,41.0,Alluvial,Spray,103.0,57.0,Coconut,2215.07,Rabi
2008,Mangalore,10505,2903.1,41.0,Alluvial,Spray,71.0,60.0,Coconut,2134.67,Rabi
2009,Mangalore,51040,2903.1,42.0,Alluvial,Spray,3961.0,57.0,Coconut,2208.67,Rabi
2010,Mangalore,154,2903.1,42.0,Alluvial,Spray,4247.0,57.0,Coconut,2277.88,Rabi
2011,Mangalore,10318,2996.6,42.0,Alluvial,Spray,3290.0,54.0,Coconut,2580.12,Rabi
2012,Mangalore,48083,2996.6,43.0,Alluvial,Spray,3138.0,54.5,Coconut,2599.31,Rabi
2013,Mangalore,143,2996.6,43.0,Alluvial,Spray,3423.0,56.6,Coconut,2799.78,Rabi
2014,Mangalore,9283,3522.8,128.0,Alluvial,Spray,3899.0,55.5,Coconut,3536.26,Rabi
2015,Mangalore,47200,3522.8,129.0,Alluvial,Spray,4015.0,58.5,Coconut,3646.77,Rabi
2016,Mangalore,158,3522.8,130.0,Alluvial,Spray,4279.0,59.5,Coconut,3671.87,Rabi
2017,Mangalore,8982,3729.8,131.0,Alluvial,Spray,4167.0,55.0,Coconut,4225.24,Rabi
2018,Mangalore,46990,3729.8,132.0,Alluvial,Spray,4479.0,53.0,Coconut,4344.85,Rabi
2004,Mangalore,103,3729.8,133.0,Alluvial,Spray,3699.0,53.5,Coconut,1866.17,Rabi
2005,Mangalore,8239,2746.2,134.0,Alluvial,Spray,4904.0,52.5,Coconut,1685.91,Rabi
2006,Mangalore,44563,2746.2,135.0,Alluvial,Spray,2821.0,56.0,Coconut,1908.45,Rabi
2007,Mangalore,96,2746.2,136.0,Alluvial,Spray,3472.0,57.0,Coconut,1988.77,Rabi
2008,Mangalore,6949,3360.0,137.0,Alluvial,Spray,3647.0,57.5,Coconut,2403.57,Rabi
2009,Mangalore,44663,3360.0,138.0,Alluvial,Spray,393.0,57.0,Coconut,2639.3,Rabi
2010,Mangalore,110,3360.0,139.0,Alluvial,Spray,167.0,55.0,Coconut,2769.32,Rabi
2011,Mangalore,6824,3605.4,140.0,Loam,Spray,71.0,56.0,Coconut,2753.76,Rabi
2012,Mangalore,43013,3605.4,141.0,Loam,Spray,52.0,54.0,Coconut,2967.39,Rabi
2013,Mangalore,95,3605.4,142.0,Loam,Spray,12.0,58.0,Coconut,3125.16,Rabi
2014,Mangalore,6441,3512.4,143.0,Loam,Spray,51.0,58.0,Coconut,3481.03,Rabi
2015,Mangalore,4012,3512.4,144.0,Loam,Spray,61.0,59.0,Coconut,3434.0,Rabi
2016,Mangalore,4877,3512.4,27.0,Loam,Spray,67.0,50.0,Coconut,3495.3,Rabi
2017,Mangalore,4930,3296.0,27.0,Loam,Spray,62.0,54.0,Coconut,3775.87,Rabi
2018,Mangalore,4954,3296.0,27.0,Loam,Drip,32.0,53.0,Cocoa,16188.0,Rabi
2004,Mangalore,5019,3296.0,27.0,Loam,Drip,22.0,52.0,Cocoa,6791.04,Rabi
2005,Mangalore,5127,3550.0,27.0,Loam,Drip,25.0,51.0,Cocoa,7548.97,Rabi
2006,Mangalore,5174,3550.0,27.0,Loam,Drip,4.0,57.0,Cocoa,7450.97,Rabi
2007,Mangalore,5294,3550.0,27.2,Loam,Drip,9.0,57.0,Cocoa,8502.73,Rabi
2008,Mangalore,5474,3654.0,27.2,Loam,Drip,12.0,60.0,Cocoa,8386.59,Rabi
2009,Mangalore,5864,3654.0,27.2,Loam,Drip,2089.0,57.0,Coffee,8377.34,Rabi
2010,Mangalore,7028,3654.0,27.0,Loam,Drip,2810.0,57.0,Coffee,9238.87,Rabi
2011,Mangalore,7403,233.0,27.0,Loam,Drip,841.0,54.0,Coffee,9576.54,Rabi
2012,Mangalore,7501,233.0,27.0,Loam,Drip,3550.0,54.5,Coffee,10234.59,Rabi
2013,Mangalore,7714,233.0,27.0,Loam,Drip,109.0,56.6,Coffee,11398.39,Rabi
2014,Mangalore,7856,234.0,27.0,Loam,Drip,3368.0,55.5,Coffee,12079.67,Rabi
2015,Mangalore,32,234.0,27.0,Loam,Drip,3671.0,58.5,Coffee,12705.61,Rabi
2016,Mangalore,1,234.0,27.2,Loam,Drip,2404.0,59.5,Coffee,13538.07,Rabi
2017,Mangalore,30,3105.0,27.2,Loam,Drip,2805.0,55.0,Coffee,13548.41,Rabi
2018,Mangalore,6,3105.0,27.2,Loam,Drip,2331.0,53.0,Coffee,13945.28,Rabi
2004,Mangalore,15,3105.0,27.1,Loam,Drip,2088.0,53.5,Coffee,6227.4,Rabi
2005,Mangalore,4,236.0,27.1,Loam,Drip,2628.0,52.5,Coffee,6773.25,Rabi
2006,Mangalore,39,236.0,27.1,Loam,Drip,1939.0,56.0,Coffee,7718.66,Rabi
2007,Mangalore,6,2903.1,26.8,Loam,Drip,1871.0,57.0,Coffee,6605.21,Rabi
2008,Mangalore,12,2903.1,26.8,Loam,Drip,1868.0,57.5,Coffee,6874.78,Rabi
2009,Mangalore,3,2903.1,26.8,Loam,Drip,127919.0,57.0,Cardamum,46659.94,Rabi
2010,Mangalore,17,2996.6,37.0,Sandy loam ,Drip,75340.0,55.0,Cardamum,57055.73,Rabi
2011,Mangalore,3,2996.6,37.0,Sandy loam ,Drip,29170.0,56.0,Cardamum,55883.02,Rabi
2012,Mangalore,9,2996.6,37.0,Sandy loam ,Drip,1901.0,54.0,Cardamum,61892.28,Rabi
2013,Mangalore,21,3522.8,38.0,Sandy loam ,Drip,972.0,58.0,Cardamum,74845.73,Rabi
2014,Mangalore,11,3522.8,38.0,Sandy loam ,Drip,874.0,58.0,Cardamum,80173.5,Rabi
2015,Mangalore,4,3522.8,38.0,Clay loam,Drip,592.0,59.0,Cardamum,79997.02,Rabi
2016,Mangalore,15,2903.1,39.0,Clay loam,Drip,864.0,50.0,Cardamum,80352.39,Rabi
2017,Mangalore,8,2903.1,39.0,Clay loam,Drip,5373.0,54.0,Cardamum,85666.2,Rabi
2018,Mangalore,29,2903.1,39.0,Clay loam,Drip,6589.0,53.0,Cardamum,87611.75,Rabi
2004,Mangalore,1,2996.6,40.0,Clay loam,Drip,5107.0,52.0,Cardamum,39257.11,Rabi
2005,Mangalore,13736,2996.6,40.0,Clay loam,Drip,5518.0,51.0,Cardamum,42534.22,Rabi
2006,Mangalore,14003,2996.6,40.0,Laterite,Drip,4912.0,57.0,Cardamum,44155.09,Rabi
2007,Mangalore,14179,3522.8,41.0,Laterite,Drip,3830.0,57.0,Cardamum,50899.99,Rabi
2008,Mangalore,14319,3522.8,41.0,Laterite,Drip,4.0,60.0,Cardamum,56322.59,Rabi
2009,Mangalore,14464,3522.8,41.0,Laterite,Drip,9.0,57.0,Pepper,42773.02,Rabi
2010,Mangalore,14876,3729.8,42.0,Laterite,Drip,12.0,57.0,Pepper,44520.31,Rabi
2011,Mangalore,14976,3729.8,42.0,Laterite,Drip,2089.0,54.0,Pepper,48676.65,Rabi
2012,Mangalore,15009,3729.8,42.0,Laterite,Drip,2810.0,54.5,Pepper,52594.89,Rabi
2013,Mangalore,15114,2746.2,43.0,Laterite,Drip,841.0,56.6,Pepper,48437.89,Rabi
2014,Mangalore,16224,2746.2,43.0,Laterite,Drip,3550.0,55.5,Pepper,49006.2,Rabi
2015,Mangalore,17095,2746.2,27.0,Laterite,Drip,109.0,58.5,Pepper,45621.99,Rabi
2016,Mangalore,17512,3360.0,27.0,Laterite,Drip,3368.0,59.5,Pepper,60655.49,Rabi
2017,Mangalore,17587,3360.0,27.0,Laterite,Basin,3671.0,55.0,Pepper,63399.87,Rabi
2018,Mangalore,17771,3360.0,27.0,Laterite,Basin,2404.0,53.0,Pepper,62561.26,Rabi
2004,Mangalore,17825,3605.4,27.0,Laterite,Basin,2805.0,53.5,Pepper,29959.92,Rabi
2005,Mangalore,3147,3605.4,27.0,Laterite,Basin,2331.0,52.5,Pepper,31602.26,Rabi
2006,Mangalore,2578,3605.4,27.2,Laterite,Basin,2088.0,56.0,Pepper,32364.35,Rabi
2007,Mangalore,1591,3512.4,27.2,Laterite,Basin,2628.0,57.0,Pepper,34554.25,Rabi
2008,Mangalore,1298,3512.4,27.2,Laterite,Basin,1939.0,57.5,Pepper,35929.63,Rabi
2009,Kodagu,4,3512.4,27.0,Laterite,Basin,1871.0,57.0,Arecanut,17645.27,Rabi
2010,Kodagu,1122,3296.0,27.0,Laterite,Basin,1868.0,55.0,Arecanut,19252.95,Rabi
2011,Kodagu,917,3296.0,27.0,Laterite,Basin,127919.0,56.0,Arecanut,21378.52,Rabi
2012,Kodagu,819,3296.0,27.0,Laterite,Basin,75340.0,54.0,Arecanut,20905.54,Rabi
2013,Kodagu,619,3550.0,27.0,Laterite,Basin,29170.0,58.0,Arecanut,22926.62,Rabi
2014,Kodagu,391,3550.0,27.0,Laterite,Basin,1901.0,58.0,Arecanut,24462.04,Rabi
2015,Kodagu,211,3550.0,27.2,Laterite,Basin,972.0,59.0,Arecanut,26294.48,Rabi
2016,Kodagu,153,3654.0,27.2,Laterite,Basin,874.0,50.0,Arecanut,28934.18,Rabi
2017,Kodagu,111,3654.0,27.2,Laterite,Basin,592.0,54.0,Arecanut,28982.14,Rabi
2018,Kodagu,76,3654.0,27.1,Laterite,Basin,864.0,53.0,Arecanut,30722.96,Rabi
2019,Kodagu,53,233.0,27.1,Laterite,Basin,5373.0,52.0,Arecanut,35330.07,Rabi
2004,Kodagu,2688,233.0,27.1,Laterite,Basin,6589.0,51.0,Arecanut,14331.19,Rabi
2005,Kodagu,2311,233.0,26.8,Laterite,Basin,5107.0,57.0,Arecanut,14843.64,Rabi
2006,Kodagu,2188,234.0,26.8,Laterite,Basin,5518.0,57.0,Arecanut,16102.89,Rabi
2007,Kodagu,1998,234.0,26.8,Laterite,Basin,4912.0,60.0,Arecanut,16534.68,Rabi
2008,Kodagu,2006,234.0,37.0,Laterite,Basin,3830.0,57.0,Ginger,4837.62,Rabi
2009,Kodagu,2034,3105.0,37.0,Laterite,Basin,4.0,57.0,Ginger,5077.74,Rabi
2010,Kodagu,2035,3105.0,37.0,Laterite,Basin,9.0,54.0,Ginger,5339.64,Rabi
2011,Kodagu,2074,3105.0,38.0,Laterite,Basin,12.0,54.5,Ginger,5943.0,Rabi
2012,Kodagu,2127,236.0,38.0,Laterite,Basin,2089.0,56.6,Ginger,6224.79,Rabi
2013,Mysuru,2090,236.0,38.0,Laterite,Basin,2810.0,55.5,Ginger,6744.25,Rabi
2014,Mysuru,2059,2903.1,39.0,Laterite,Basin,841.0,58.5,Ginger,5987.96,Rabi
2015,Mysuru,2050,2903.1,39.0,Laterite,Basin,3550.0,59.5,Ginger,5959.37,Rabi
2016,Mysuru,1865,2903.1,39.0,Laterite,Basin,109.0,55.0,Ginger,6748.84,Rabi
2017,Mysuru,1841,2996.6,40.0,Laterite,Basin,3368.0,53.0,Ginger,6812.04,Rabi
2018,Mysuru,1799,2996.6,40.0,Laterite,Basin,3671.0,53.5,Ginger,7804.99,Rabi
2012,Mysuru,1468,2996.6,40.0,Laterite,Basin,2404.0,52.5,Ginger,5074.91,Rabi
2013,Mysuru,568,3522.8,41.0,Laterite,Basin,2805.0,56.0,Ginger,6356.83,Rabi
2014,Mysuru,407,3522.8,41.0,Laterite,Basin,2331.0,57.0,Ginger,6514.46,Rabi
2015,Mysuru,177,3522.8,41.0,Laterite,Basin,2088.0,57.5,Ginger,7561.99,Rabi
2016,Mysuru,51,2903.1,42.0,Laterite,Basin,2628.0,57.0,Tea,17711.22,Rabi
2017,Mysuru,173,2903.1,42.0,Sandy loam ,Basin,1939.0,55.0,Tea,18948.8,Rabi
2018,Mysuru,201,2903.1,42.0,Sandy loam ,Basin,1871.0,56.0,Tea,19034.61,Rabi
2019,Mysuru,206,2996.6,43.0,Sandy loam ,Basin,1868.0,54.0,Tea,21616.87,Rabi
2004,Mysuru,243,2996.6,27.0,Sandy loam ,Basin,127919.0,58.0,Tea,7767.92,Rabi
2005,Mysuru,123,2996.6,27.0,Sandy loam ,Basin,75340.0,58.0,Tea,8817.55,Rabi
2006,Mysuru,82,3522.8,27.0,Sandy loam ,Spray,29170.0,59.0,Tea,10032.32,Rabi
2007,Mysuru,74,3522.8,27.0,Sandy loam ,Spray,1901.0,50.0,Tea,10618.42,Rabi
2008,Mysuru,18,3522.8,27.0,Sandy loam ,Spray,972.0,54.0,Tea,11076.5,Rabi
2009,Kasaragodu,37,3729.8,27.0,Sandy loam ,Spray,874.0,53.0,Tea,12277.29,Rabi
2010,Kasaragodu,35,3729.8,27.2,Sandy loam ,Spray,592.0,52.0,Tea,13135.0,Rabi
2011,Kasaragodu,5974,3729.8,27.2,Sandy loam ,Spray,864.0,51.0,Tea,13232.63,Rabi
2012,Kasaragodu,6631,2746.2,27.2,Sandy loam ,Spray,5373.0,57.0,Tea,13102.1,Rabi
2013,Kasaragodu,6705,2746.2,27.0,Sandy loam ,Spray,6589.0,57.0,Tea,13452.7,Rabi
2014,Kasaragodu,5876,2746.2,27.0,Sandy loam ,Spray,5107.0,60.0,Tea,14361.72,Rabi
2015,Kasaragodu,326,3360.0,27.0,Sandy loam ,Spray,5518.0,57.0,Paddy,1736.09,Rabi
2016,Kasaragodu,6470,3360.0,27.0,Sandy loam ,Spray,4912.0,57.0,Paddy,1832.85,Rabi
2017,Kasaragodu,6709,3360.0,27.0,Sandy loam ,Spray,3830.0,54.0,Paddy,1974.0,Rabi
2018,Kasaragodu,6186,3605.4,27.0,Sandy loam ,Spray,313547.0,54.5,Paddy,2008.32,Rabi
2011,Kasaragodu,6503,3605.4,27.2,Sandy loam ,Spray,2783.0,56.6,Paddy,1339.34,Rabi
2012,Kasaragodu,5220,2903.1,27.2,Sandy loam ,Spray,1533.0,55.5,Paddy,1321.21,Rabi
2013,Kasaragodu,4677,2903.1,27.2,Sandy loam ,Spray,1647.0,58.5,Paddy,1411.88,Rabi
2014,Kasaragodu,4803,2903.1,27.1,Sandy loam ,Spray,975.0,59.5,Paddy,1414.53,Rabi
2015,Kasaragodu,3739,2996.6,27.1,Sandy loam ,Spray,2.0,55.0,Paddy,1483.82,Rabi
2016,Kasaragodu,3529,2996.6,27.1,Sandy loam ,Spray,836.0,53.0,Paddy,1632.94,Rabi
2017,Kasaragodu,3649,2996.6,26.8,Sandy loam ,Spray,806.0,53.5,Paddy,1690.77,Rabi
2018,Kasaragodu,1374,3522.8,26.8,Sandy loam ,Spray,880.0,52.5,Paddy,1981.31,Rabi
2004,Kasaragodu,933,3522.8,26.8,Sandy loam ,Spray,770.0,56.0,Paddy,888.37,Rabi
2005,Kasaragodu,345,3522.8,37.0,Sandy loam ,Spray,395.0,57.0,Paddy,1095.89,Rabi
2006,Kasaragodu,29,3729.8,37.0,Sandy loam ,Spray,187.0,57.5,Paddy,1155.15,Rabi
2007,Kasaragodu,11,2903.1,37.0,Sandy loam ,Spray,187.0,57.0,Groundnut,2496.32,Rabi
2008,Kasaragodu,10,2903.1,38.0,Sandy loam ,Spray,121.0,55.0,Groundnut,2700.23,Rabi
2009,Kasaragodu,7,2903.1,38.0,Sandy loam ,Spray,103.0,56.0,Groundnut,2864.92,Rabi
2010,Kasaragodu,10,2996.6,38.0,Sandy loam ,Spray,71.0,54.0,Groundnut,3174.39,Rabi
2011,Kasaragodu,56,2996.6,39.0,Sandy loam ,Spray,3961.0,58.0,Groundnut,3149.11,Rabi
2012,Kasaragodu,68,2996.6,39.0,Sandy loam ,Spray,4247.0,58.0,Groundnut,3367.65,Rabi
2013,Kasaragodu,56,3522.8,39.0,Sandy loam ,Spray,3290.0,59.0,Groundnut,4402.58,Rabi
2014,Kasaragodu,66,3522.8,40.0,Sandy loam ,Spray,3138.0,50.0,Groundnut,4385.2,Rabi
2015,Kasaragodu,55,3522.8,40.0,Sandy loam ,Spray,3423.0,54.0,Groundnut,4876.05,Rabi
2016,Kasaragodu,42,3729.8,40.0,Sandy loam ,Spray,3899.0,53.0,Groundnut,4957.57,Rabi
2017,Kasaragodu,51179,3729.8,41.0,Sandy loam ,Spray,4015.0,52.0,Groundnut,5180.15,Rabi
2018,Raichur,468,3729.8,41.0,Sandy loam ,Spray,4279.0,51.0,Groundnut,5573.18,Rabi
2004,Raichur,11841,2746.2,41.0,Sandy loam ,Spray,4167.0,57.0,Groundnut,2248.9,Rabi
2005,Raichur,50975,2746.2,42.0,Sandy loam ,Spray,4479.0,57.0,Groundnut,2414.95,Rabi
2012,Raichur,206,2746.2,42.0,Sandy loam ,Spray,3699.0,60.0,Groundnut,3622.26,Rabi
2013,Raichur,10922,3360.0,42.0,Sandy loam ,Spray,4904.0,57.0,Blackgram,5288.04,Rabi
2014,Raichur,51390,3360.0,43.0,Sandy loam ,Spray,2821.0,57.0,Blackgram,5758.75,Rabi
2015,Raichur,177,3360.0,43.0,Sandy loam ,Spray,3472.0,54.0,Blackgram,5826.26,Rabi
2016,Raichur,10723,3605.4,128.0,Sandy loam ,Spray,3647.0,54.5,Blackgram,6231.94,Rabi
2017,Raichur,51709,3605.4,129.0,Sandy loam ,Spray,393.0,56.6,Blackgram,7012.73,Rabi
2018,Raichur,146,3605.4,130.0,Sandy loam ,Drip,167.0,55.5,Blackgram,6801.9,Rabi
2004,Raichur,10910,3512.4,131.0,Sandy loam ,Drip,71.0,58.5,Blackgram,3031.42,Rabi
2005,Raichur,51355,3512.4,132.0,Black,Drip,52.0,59.5,Blackgram,3254.33,Rabi
2006,Raichur,160,3512.4,133.0,Black,Drip,313547.0,55.0,Blackgram,3385.14,Rabi
2007,Raichur,10912,3296.0,134.0,Black,Drip,2783.0,53.0,Blackgram,3646.6,Rabi
2008,Raichur,51353,3296.0,135.0,Black,Drip,1533.0,53.5,Blackgram,4025.74,Rabi
2009,Raichur,142,3296.0,136.0,Black,Drip,1647.0,52.5,Blackgram,4198.88,Rabi
2010,Raichur,10505,3550.0,137.0,Black,Drip,975.0,56.0,Blackgram,4662.22,Rabi
2011,Raichur,51040,3550.0,138.0,Black,Drip,2.0,59.5,Blackgram,4906.18,Rabi
2012,Raichur,154,3550.0,139.0,Black,Drip,836.0,55.0,Blackgram,4960.81,Rabi
2013,Raichur,10318,3654.0,140.0,Black,Drip,806.0,53.0,Cashew,9385.99,Rabi
2014,Raichur,48083,3654.0,141.0,Black,Drip,880.0,53.5,Cashew,10071.75,Rabi
2015,Raichur,143,3654.0,142.0,Black,Drip,770.0,52.5,Cashew,10903.64,Rabi
2016,Raichur,9283,233.0,143.0,Black,Drip,395.0,56.0,Cashew,11675.23,Rabi
2017,Raichur,47200,233.0,144.0,Black,Drip,187.0,57.0,Cashew,12826.89,Rabi
2018,Raichur,158,233.0,27.0,Black,Drip,187.0,57.5,Cashew,12098.28,Rabi
2019,Raichur,8982,234.0,27.0,Black,Drip,121.0,57.0,Cashew,13008.77,Rabi
2004,Raichur,46990,234.0,27.0,Black,Drip,103.0,55.0,Cashew,5365.51,Rabi
2013,Gulbarga,103,234.0,27.0,Black,Drip,71.0,56.0,Cashew,8935.67,Rabi
2014,Gulbarga,8239,3105.0,27.0,Black,Drip,3961.0,54.0,Cashew,9683.25,Rabi
2015,Gulbarga,44563,3105.0,27.0,Black,Drip,4247.0,58.0,Cashew,10082.65,Rabi
2016,Gulbarga,96,3105.0,27.2,Black,Drip,3290.0,58.0,Cashew,10038.36,Rabi
2017,Gulbarga,6949,236.0,27.2,Black,Drip,3138.0,59.0,Cashew,11942.21,Rabi
2018,Gulbarga,44663,236.0,27.2,Black,Drip,3423.0,50.0,Cashew,12193.54,Rabi
2004,Gulbarga,110,2903.1,27.0,Black,Drip,3899.0,54.0,Cashew,4677.55,Rabi
2005,Gulbarga,6824,2903.1,27.0,Black,Drip,4015.0,53.0,Coconut,1637.68,Rabi
2006,Gulbarga,43013,2903.1,27.0,Black,Drip,4279.0,59.5,Coconut,1672.8,Rabi
2007,Gulbarga,95,2996.6,27.0,Red,Drip,4167.0,55.0,Coconut,1701.21,Rabi
2008,Gulbarga,6441,2996.6,27.0,Red,Drip,4479.0,53.0,Coconut,1849.91,Rabi
2009,Gulbarga,4012,2996.6,27.0,Red,Drip,3699.0,53.5,Coconut,2015.7,Rabi
2010,Gulbarga,4877,3522.8,27.2,Red,Drip,4904.0,52.5,Coconut,2479.61,Rabi
2011,Gulbarga,4930,3522.8,27.2,Red,Drip,2821.0,56.0,Coconut,2530.96,Rabi
2012,Gulbarga,4954,3522.8,27.2,Red,Drip,3472.0,57.0,Coconut,2650.23,Rabi
2013,Gulbarga,5019,3729.8,27.1,Red,Drip,3647.0,57.5,Coconut,3011.96,Rabi
2014,Gulbarga,5127,3729.8,27.1,Red,Drip,393.0,57.0,Coconut,3238.85,Rabi
2015,Gulbarga,5174,3729.8,27.1,Red,Drip,167.0,55.0,Coconut,3282.98,Rabi
2016,Gulbarga,5294,2746.2,26.8,Red,Drip,71.0,56.0,Coconut,2919.2,Rabi
2017,Gulbarga,5474,2746.2,26.8,Red,Drip,52.0,54.0,Coconut,3126.54,Rabi
2018,Gulbarga,5864,2746.2,26.8,Red,Drip,2570.0,58.0,Coconut,3228.03,Rabi
2013,Gulbarga,7028,3360.0,37.0,Red,Drip,27170.0,58.0,Coconut,3338.6,Rabi
2014,Gulbarga,7403,3360.0,37.0,Red,Drip,114744.0,59.0,Coconut,3268.24,Rabi
2015,Gulbarga,7501,3360.0,37.0,Red,Drip,1402.0,50.0,Ginger,7259.17,Rabi
2016,Gulbarga,7714,3605.4,38.0,Red,Drip,23456.0,54.0,Ginger,7463.75,Rabi
2017,Gulbarga,7856,3605.4,38.0,Red,Drip,107809.0,53.0,Ginger,8138.32,Rabi
2018,Gulbarga,32,3605.4,38.0,Red,Basin,1132.0,59.5,Ginger,8710.05,Rabi
2004,Gulbarga,1,3512.4,39.0,Red,Basin,23960.0,55.0,Ginger,3920.14,Rabi
2005,Gulbarga,30,3512.4,39.0,Red,Basin,126487.0,53.0,Ginger,3904.6,Rabi
2006,Gulbarga,6,3512.4,39.0,Red,Basin,804.0,53.5,Ginger,4055.55,Rabi
2007,Gulbarga,15,3296.0,40.0,Red,Basin,30362.0,52.5,Ginger,4355.78,Rabi
2008,Gulbarga,4,3296.0,40.0,Red,Basin,124492.0,56.0,Ginger,4982.75,Rabi
2009,Gulbarga,39,3296.0,40.0,Red,Basin,792.0,57.0,Ginger,5268.45,Rabi
2010,Gulbarga,6,3550.0,41.0,Red,Basin,34153.0,57.5,Ginger,5435.72,Rabi
2011,Gulbarga,12,3550.0,41.0,Alluvial,Basin,2570.0,57.0,Ginger,5763.63,Rabi
2012,Gulbarga,3,3550.0,41.0,Alluvial,Basin,27170.0,55.0,Ginger,6148.48,Rabi
2013,Gulbarga,17,3654.0,42.0,Alluvial,Basin,114744.0,56.0,Ginger,6203.43,Rabi
2014,Gulbarga,3,3654.0,42.0,Alluvial,Basin,1402.0,54.0,Ginger,7077.91,Rabi
2015,Gulbarga,9,3654.0,42.0,Alluvial,Drip,23456.0,57.0,Coconut,3572.76,Rabi
2016,Madikeri,21,233.0,43.0,Alluvial,Drip,107809.0,57.5,Coconut,3937.59,Rabi
2017,Madikeri,11,233.0,43.0,Alluvial,Drip,1132.0,57.0,Coconut,4231.19,Rabi
2018,Madikeri,4,233.0,27.0,Alluvial,Drip,23960.0,55.0,Coconut,3885.26,Rabi
2015,Madikeri,15,234.0,27.0,Alluvial,Drip,126487.0,56.0,Coconut,3302.91,Rabi
2016,Madikeri,8,234.0,27.0,Alluvial,Drip,804.0,54.0,Coconut,3708.17,Rabi
2017,Madikeri,29,234.0,27.0,Alluvial,Drip,30362.0,58.0,Coconut,3679.1,Rabi
2018,Madikeri,1,3105.0,27.0,Alluvial,Drip,124492.0,58.0,Coconut,3940.29,Rabi
2013,Madikeri,13736,3105.0,27.0,Alluvial,Drip,792.0,59.0,Coconut,2840.14,Rabi
2014,Madikeri,14003,3105.0,27.2,Alluvial,Drip,34153.0,50.0,Coconut,3055.01,Rabi
2015,Madikeri,14179,236.0,27.2,Alluvial,Drip,132551.0,54.0,Coconut,3344.74,Rabi
2016,Madikeri,14319,2903.1,27.2,Alluvial,Drip,338.0,53.0,Coconut,2974.73,Rabi
2017,Madikeri,14464,2903.1,27.0,Alluvial,Drip,22966.0,52.0,Coconut,3269.47,Rabi
2018,Madikeri,14876,2903.1,27.0,Alluvial,Drip,131763.0,51.0,Coconut,3322.55,Rabi
2004,Madikeri,14976,2996.6,27.0,Alluvial,Drip,404.0,57.0,Coconut,1509.96,Rabi
2005,Madikeri,15009,2996.6,27.0,Alluvial,Drip,24184.0,57.0,Coconut,1586.19,Rabi
2006,Madikeri,15114,2996.6,27.0,Alluvial,Drip,124387.0,60.0,Coconut,1712.99,Rabi
2007,Madikeri,16224,3522.8,27.0,Alluvial,Drip,343.0,57.0,Coconut,2144.25,Rabi
2008,Madikeri,17095,3522.8,27.2,Alluvial,Drip,23099.0,57.0,Coconut,2228.42,Rabi
2009,Madikeri,17512,3522.8,27.2,Alluvial,Drip,117825.84,54.0,Coconut,2242.63,Rabi
2010,Madikeri,17587,3729.8,27.2,Alluvial,Drip,336.0,54.5,Coconut,2332.23,Rabi
2011,Madikeri,17771,3729.8,27.1,Arid and Desert,Drip,22594.0,56.6,Coconut,2532.1,Rabi
2012,Madikeri,17825,3729.8,27.1,Arid and Desert,Drip,116481.07,55.5,Coconut,2775.53,Rabi
2013,Madikeri,3147,2746.2,27.1,Arid and Desert,Drip,316.0,58.5,Coconut,2420.54,Rabi
2014,Madikeri,2578,2746.2,26.8,Arid and Desert,Drip,21400.0,59.5,Coconut,2685.3,Rabi
2015,Madikeri,1591,2746.2,26.8,Arid and Desert,Drip,122102.0,55.0,Coconut,2875.02,Rabi
2016,Madikeri,1298,3360.0,26.8,Arid and Desert,Drip,382.0,53.0,Coconut,3413.5,Rabi
2017,Madikeri,4,3360.0,37.0,Arid and Desert,Drip,19578.0,53.5,Coconut,4156.88,Rabi
2016,Madikeri,1122,3360.0,37.0,Arid and Desert,Drip,121037.0,52.5,Coconut,3667.94,Rabi
2017,Madikeri,917,3605.4,37.0,Arid and Desert,Drip,231.0,56.0,Coconut,3875.28,Rabi
2018,Madikeri,819,3605.4,38.0,Arid and Desert,Drip,18951.0,57.0,Coconut,4387.96,Rabi
2013,Madikeri,619,3605.4,38.0,Arid and Desert,Drip,110579.0,57.5,Coconut,3204.34,Rabi
